time	Occupied
2011-02-03T21:19:29.372Z	0
2011-02-03T21:24:32.363Z	0
2011-02-03T21:29:23.631Z	0
2011-02-03T21:34:14.122Z	0
2011-02-03T21:39:22.090Z	0
2011-02-03T21:44:17.994Z	0
2011-02-03T21:49:16.306Z	0
2011-02-03T21:54:05.649Z	0
2011-02-03T21:59:03.255Z	0
2011-02-03T22:03:49.635Z	0
2011-02-03T22:08:47.214Z	0
2011-02-03T22:13:33.755Z	0
2011-02-03T22:18:34.426Z	0
2011-02-03T22:23:23.761Z	0
2011-02-03T22:28:09.922Z	0
2011-02-03T22:33:12.658Z	0
2011-02-03T22:38:01.604Z	0
2011-02-03T22:43:12.711Z	0
2011-02-03T22:48:23.589Z	0
2011-02-03T22:53:24.297Z	0
2011-02-03T22:58:17.415Z	0
2011-02-03T23:03:07.815Z	0
2011-02-03T23:08:08.409Z	0
2011-02-03T23:13:21.345Z	0
2011-02-03T23:18:11.409Z	0
2011-02-03T23:23:00.642Z	0
2011-02-03T23:28:08.428Z	0
2011-02-03T23:33:13.489Z	0
2011-02-03T23:38:25.613Z	0
2011-02-03T23:43:38.368Z	0
2011-02-03T23:48:39.795Z	0
2011-02-03T23:53:37.906Z	0
2011-02-03T23:58:23.690Z	0
2011-02-04T00:03:25.625Z	0
2011-02-04T00:08:30.074Z	0
2011-02-04T00:13:32.669Z	0
2011-02-04T00:18:21.714Z	0
2011-02-04T00:23:07.827Z	0
2011-02-04T00:27:55.656Z	0
2011-02-04T00:32:57.868Z	0
2011-02-04T00:37:45.164Z	0
2011-02-04T00:42:39.160Z	0
2011-02-04T00:47:48.081Z	0
2011-02-04T00:52:34.064Z	0
2011-02-04T00:57:33.697Z	0
2011-02-04T01:02:33.067Z	0
2011-02-04T01:07:45.979Z	0
2011-02-04T01:12:36.631Z	0
2011-02-04T01:17:46.683Z	0
2011-02-04T01:22:32.831Z	0
2011-02-04T01:27:44.261Z	0
2011-02-04T01:32:35.261Z	0
2011-02-04T01:37:36.492Z	0
2011-02-04T01:42:38.261Z	0
2011-02-04T01:47:24.720Z	0
2011-02-04T01:52:37.764Z	0
2011-02-04T01:57:39.063Z	0
2011-02-04T02:02:49.301Z	0
2011-02-04T02:07:40.461Z	0
2011-02-04T02:12:29.812Z	0
2011-02-04T02:17:19.872Z	0
2011-02-04T02:22:33.157Z	0
2011-02-04T02:27:37.419Z	0
2011-02-04T02:32:37.230Z	0
2011-02-04T02:37:23.183Z	0
2011-02-04T02:42:13.211Z	0
2011-02-04T02:47:16.825Z	0
2011-02-04T02:52:28.228Z	0
2011-02-04T02:57:20.624Z	0
2011-02-04T03:02:07.766Z	0
2011-02-04T03:07:05.633Z	0
2011-02-04T03:12:18.172Z	0
2011-02-04T03:17:28.218Z	0
2011-02-04T03:22:22.136Z	0
2011-02-04T03:27:27.935Z	0
2011-02-04T03:32:23.520Z	0
2011-02-04T03:37:09.414Z	0
2011-02-04T03:42:00.445Z	0
2011-02-04T03:47:13.512Z	0
2011-02-04T03:52:03.150Z	0
2011-02-04T03:57:06.289Z	0
2011-02-04T04:02:20.921Z	0
2011-02-04T04:07:08.075Z	0
2011-02-04T04:12:19.667Z	0
2011-02-04T04:17:09.605Z	0
2011-02-04T04:22:17.928Z	0
2011-02-04T04:27:15.963Z	0
2011-02-04T04:32:26.456Z	0
2011-02-04T04:37:22.078Z	0
2011-02-04T04:42:14.253Z	0
2011-02-04T04:47:12.893Z	0
2011-02-04T04:52:20.661Z	0
2011-02-04T04:57:19.998Z	0
2011-02-04T05:02:22.036Z	0
2011-02-04T05:07:09.214Z	0
2011-02-04T05:12:11.754Z	0
2011-02-04T05:17:03.842Z	0
2011-02-04T05:21:50.256Z	0
2011-02-04T05:26:39.975Z	0
2011-02-04T05:31:54.186Z	0
2011-02-04T05:36:42.803Z	0
2011-02-04T05:41:47.426Z	0
2011-02-04T05:46:50.038Z	0
2011-02-04T05:51:50.231Z	0
2011-02-04T05:57:02.118Z	0
2011-02-04T06:01:52.294Z	0
2011-02-04T06:06:47.643Z	0
2011-02-04T06:11:36.747Z	0
2011-02-04T06:16:45.737Z	0
2011-02-04T06:21:40.773Z	0
2011-02-04T06:26:32.799Z	0
2011-02-04T06:31:20.417Z	0
2011-02-04T06:36:32.848Z	0
2011-02-04T06:41:26.182Z	0
2011-02-04T06:46:23.590Z	0
2011-02-04T06:51:21.197Z	0
2011-02-04T06:56:23.571Z	0
2011-02-04T07:01:18.635Z	0
2011-02-04T07:06:30.834Z	0
2011-02-04T07:11:37.795Z	0
2011-02-04T07:16:42.376Z	0
2011-02-04T07:21:30.557Z	0
2011-02-04T07:26:34.227Z	0
2011-02-04T07:31:22.802Z	0
2011-02-04T07:36:08.632Z	0
2011-02-04T07:41:13.029Z	0
2011-02-04T07:46:16.599Z	0
2011-02-04T07:51:19.190Z	0
2011-02-04T07:56:05.183Z	0
2011-02-04T08:01:20.158Z	0
2011-02-04T08:06:16.615Z	0
2011-02-04T08:11:21.287Z	0
2011-02-04T08:16:28.126Z	0
2011-02-04T08:21:35.039Z	0
2011-02-04T08:26:43.526Z	0
2011-02-04T08:31:46.768Z	0
2011-02-04T08:36:41.997Z	0
2011-02-04T08:41:40.710Z	0
2011-02-04T08:46:47.693Z	0
2011-02-04T08:51:39.911Z	0
2011-02-04T08:56:34.791Z	0
2011-02-04T09:01:23.672Z	1
2011-02-04T09:06:25.276Z	0
2011-02-04T09:11:13.369Z	0
2011-02-04T09:16:03.411Z	0
2011-02-04T09:21:01.567Z	1
2011-02-04T09:25:53.204Z	1
2011-02-04T09:30:53.403Z	0
2011-02-04T09:36:03.881Z	0
2011-02-04T09:40:53.682Z	1
2011-02-04T09:46:05.787Z	0
2011-02-04T09:51:14.588Z	1
2011-02-04T09:56:29.510Z	1
2011-02-04T10:01:16.057Z	1
2011-02-04T10:06:04.539Z	1
2011-02-04T10:10:53.913Z	0
2011-02-04T10:16:03.804Z	0
2011-02-04T10:20:48.860Z	1
2011-02-04T10:25:51.612Z	0
2011-02-04T10:31:01.671Z	0
2011-02-04T10:36:05.156Z	1
2011-02-04T10:40:54.853Z	0
2011-02-04T10:45:54.460Z	0
2011-02-04T10:50:50.804Z	1
2011-02-04T10:55:40.056Z	0
2011-02-04T11:00:42.157Z	1
2011-02-04T11:05:38.606Z	1
2011-02-04T11:10:35.191Z	0
2011-02-04T11:15:28.852Z	1
2011-02-04T11:20:16.807Z	1
2011-02-04T11:25:30.686Z	0
2011-02-04T11:30:25.166Z	1
2011-02-04T11:35:40.064Z	1
2011-02-04T11:40:31.995Z	1
2011-02-04T11:45:31.745Z	0
2011-02-04T11:50:43.781Z	1
2011-02-04T11:55:49.769Z	0
2011-02-04T12:00:42.761Z	0
2011-02-04T12:05:41.726Z	0
2011-02-04T12:10:30.215Z	1
2011-02-04T12:15:32.329Z	0
2011-02-04T12:20:35.075Z	0
2011-02-04T12:25:30.142Z	0
2011-02-04T12:30:21.458Z	0
2011-02-04T12:35:29.915Z	0
2011-02-04T12:40:15.553Z	0
2011-02-04T12:45:28.722Z	1
2011-02-04T12:50:40.656Z	0
2011-02-04T12:55:36.669Z	1
2011-02-04T13:00:33.342Z	1
2011-02-04T13:05:45.969Z	0
2011-02-04T13:10:42.633Z	0
2011-02-04T13:15:52.087Z	0
2011-02-04T13:20:39.267Z	0
2011-02-04T13:25:33.075Z	0
2011-02-04T13:30:19.007Z	0
2011-02-04T13:35:24.572Z	1
2011-02-04T13:40:22.150Z	1
2011-02-04T13:45:35.923Z	1
2011-02-04T13:50:21.194Z	0
2011-02-04T13:55:33.411Z	1
2011-02-04T14:00:46.909Z	1
2011-02-04T14:05:48.029Z	1
2011-02-04T14:10:56.741Z	1
2011-02-04T14:16:01.318Z	1
2011-02-04T14:20:58.059Z	0
2011-02-04T14:25:43.162Z	0
2011-02-04T14:30:55.360Z	1
2011-02-04T14:35:57.056Z	0
2011-02-04T14:40:55.408Z	0
2011-02-04T14:45:49.276Z	0
2011-02-04T14:50:50.309Z	0
2011-02-04T14:56:01.394Z	0
2011-02-04T15:01:00.631Z	1
2011-02-04T15:05:49.436Z	1
2011-02-04T15:10:44.379Z	0
2011-02-04T15:15:44.137Z	0
2011-02-04T15:20:54.475Z	0
2011-02-04T15:26:00.078Z	0
2011-02-04T15:31:14.146Z	0
2011-02-04T15:36:02.649Z	1
2011-02-04T15:40:57.109Z	0
2011-02-04T15:46:10.679Z	0
2011-02-04T15:50:59.157Z	0
2011-02-04T15:56:01.874Z	0
2011-02-04T16:00:49.061Z	1
2011-02-04T16:05:51.780Z	0
2011-02-04T16:10:46.810Z	1
2011-02-04T16:15:37.278Z	1
2011-02-04T16:20:32.812Z	0
2011-02-04T16:25:22.246Z	1
2011-02-04T16:30:13.408Z	0
2011-02-04T16:35:01.362Z	1
2011-02-04T16:39:59.220Z	1
2011-02-04T16:45:10.812Z	0
2011-02-04T16:50:06.077Z	0
2011-02-04T16:54:55.496Z	1
2011-02-04T16:59:54.102Z	0
2011-02-04T17:04:52.945Z	0
2011-02-04T17:09:38.258Z	0
2011-02-04T17:14:46.226Z	0
2011-02-04T17:19:37.542Z	0
2011-02-04T17:24:27.555Z	0
2011-02-04T17:29:26.139Z	0
2011-02-04T17:34:32.604Z	0
2011-02-04T17:39:45.284Z	0
2011-02-04T17:44:48.466Z	0
2011-02-04T17:49:57.692Z	0
2011-02-04T17:54:45.235Z	0
2011-02-04T17:59:31.847Z	0
2011-02-04T18:04:31.131Z	0
2011-02-04T18:09:22.541Z	0
2011-02-04T18:14:24.777Z	0
2011-02-04T18:19:22.822Z	0
2011-02-04T18:24:10.094Z	0
2011-02-04T18:29:19.311Z	0
2011-02-04T18:34:17.767Z	0
2011-02-04T18:39:11.293Z	0
2011-02-04T18:44:14.354Z	0
2011-02-04T18:49:16.209Z	0
2011-02-04T18:54:01.697Z	0
2011-02-04T18:58:55.707Z	0
2011-02-04T19:04:09.239Z	0
2011-02-04T19:09:11.812Z	0
2011-02-04T19:14:10.651Z	0
2011-02-04T19:19:09.493Z	0
2011-02-04T19:24:11.555Z	0
2011-02-04T19:29:06.537Z	0
2011-02-04T19:34:03.145Z	0
2011-02-04T19:38:58.850Z	0
2011-02-04T19:44:08.429Z	0
2011-02-04T19:49:15.663Z	0
2011-02-04T19:54:15.049Z	0
2011-02-04T19:59:10.321Z	0
2011-02-04T20:04:14.015Z	0
2011-02-04T20:09:18.467Z	0
2011-02-04T20:14:22.036Z	0
2011-02-04T20:19:21.009Z	0
2011-02-04T20:24:22.834Z	0
2011-02-04T20:29:08.414Z	0
2011-02-04T20:34:00.147Z	0
2011-02-04T20:39:12.260Z	0
2011-02-04T20:44:09.950Z	0
2011-02-04T20:49:01.804Z	0
2011-02-04T20:53:48.194Z	0
2011-02-04T20:58:53.139Z	0
2011-02-04T21:04:06.388Z	0
2011-02-04T21:09:11.407Z	0
2011-02-04T21:14:11.793Z	0
2011-02-04T21:19:00.139Z	0
2011-02-04T21:24:07.197Z	0
2011-02-04T21:29:18.036Z	0
2011-02-04T21:34:12.841Z	0
2011-02-04T21:39:16.462Z	0
2011-02-04T21:44:23.613Z	0
2011-02-04T21:49:28.107Z	0
2011-02-04T21:54:37.868Z	0
2011-02-04T21:59:28.023Z	0
2011-02-04T22:04:38.641Z	0
2011-02-04T22:09:39.766Z	0
2011-02-04T22:14:30.362Z	0
2011-02-04T22:19:21.284Z	0
2011-02-04T22:24:08.026Z	0
2011-02-04T22:29:06.727Z	0
2011-02-04T22:34:18.163Z	0
2011-02-04T22:39:18.064Z	0
2011-02-04T22:44:26.287Z	0
2011-02-04T22:49:19.036Z	0
2011-02-04T22:54:20.400Z	0
2011-02-04T22:59:05.579Z	0
2011-02-04T23:04:02.329Z	0
2011-02-04T23:09:09.389Z	0
2011-02-04T23:14:11.296Z	0
2011-02-04T23:19:05.509Z	0
2011-02-04T23:23:59.507Z	0
2011-02-04T23:29:13.466Z	0
2011-02-04T23:34:13.118Z	0
2011-02-04T23:39:05.497Z	0
2011-02-04T23:44:10.727Z	0
2011-02-04T23:49:16.967Z	0
2011-02-04T23:54:28.940Z	0
2011-02-04T23:59:27.705Z	0
2011-02-05T00:04:40.256Z	0
2011-02-05T00:09:35.988Z	0
2011-02-05T00:14:36.216Z	0
2011-02-05T00:19:45.069Z	0
2011-02-05T00:24:43.905Z	0
2011-02-05T00:29:40.594Z	0
2011-02-05T00:34:33.692Z	0
2011-02-05T00:39:25.549Z	0
2011-02-05T00:44:14.037Z	0
2011-02-05T00:49:25.572Z	0
2011-02-05T00:54:17.179Z	0
2011-02-05T00:59:07.879Z	0
2011-02-05T01:04:22.064Z	0
2011-02-05T01:09:33.784Z	0
2011-02-05T01:14:34.269Z	0
2011-02-05T01:19:45.386Z	0
2011-02-05T01:24:34.434Z	0
2011-02-05T01:29:28.473Z	0
2011-02-05T01:34:22.590Z	0
2011-02-05T01:39:29.811Z	0
2011-02-05T01:44:25.414Z	0
2011-02-05T01:49:38.452Z	0
2011-02-05T01:54:31.474Z	0
2011-02-05T01:59:30.821Z	0
2011-02-05T02:04:26.889Z	0
2011-02-05T02:09:35.395Z	0
2011-02-05T02:14:36.182Z	0
2011-02-05T02:19:47.695Z	0
2011-02-05T02:24:35.242Z	0
2011-02-05T02:29:42.871Z	0
2011-02-05T02:34:41.850Z	0
2011-02-05T02:39:44.372Z	0
2011-02-05T02:44:41.100Z	0
2011-02-05T02:49:44.662Z	0
2011-02-05T02:54:57.407Z	0
2011-02-05T02:59:57.074Z	0
2011-02-05T03:04:47.433Z	0
2011-02-05T03:09:50.350Z	0
2011-02-05T03:14:35.620Z	0
2011-02-05T03:19:48.219Z	0
2011-02-05T03:24:57.834Z	0
2011-02-05T03:30:10.521Z	0
2011-02-05T03:35:02.506Z	0
2011-02-05T03:39:48.744Z	0
2011-02-05T03:44:45.525Z	0
2011-02-05T03:49:36.289Z	0
2011-02-05T03:54:46.197Z	0
2011-02-05T03:59:42.783Z	0
2011-02-05T04:04:43.405Z	0
2011-02-05T04:09:49.867Z	0
2011-02-05T04:14:37.370Z	0
2011-02-05T04:19:31.321Z	0
2011-02-05T04:24:23.057Z	0
2011-02-05T04:29:08.271Z	0
2011-02-05T04:33:53.931Z	0
2011-02-05T04:39:01.023Z	0
2011-02-05T04:44:10.402Z	0
2011-02-05T04:49:02.053Z	0
2011-02-05T04:53:57.748Z	0
2011-02-05T04:59:12.194Z	0
2011-02-05T05:04:16.203Z	0
2011-02-05T05:09:16.770Z	0
2011-02-05T05:14:13.658Z	0
2011-02-05T05:19:04.706Z	0
2011-02-05T05:23:51.093Z	0
2011-02-05T05:28:46.544Z	0
2011-02-05T05:33:44.297Z	0
2011-02-05T05:38:32.923Z	0
2011-02-05T05:43:42.456Z	0
2011-02-05T05:48:53.773Z	0
2011-02-05T05:53:59.907Z	0
2011-02-05T05:58:58.564Z	0
2011-02-05T06:03:57.771Z	0
2011-02-05T06:09:07.573Z	0
2011-02-05T06:13:54.410Z	0
2011-02-05T06:18:49.233Z	0
2011-02-05T06:23:48.483Z	0
2011-02-05T06:29:03.301Z	0
2011-02-05T06:33:50.156Z	0
2011-02-05T06:38:36.254Z	0
2011-02-05T06:43:49.246Z	0
2011-02-05T06:48:59.581Z	0
2011-02-05T06:54:05.010Z	0
2011-02-05T06:59:14.009Z	0
2011-02-05T07:04:21.592Z	0
2011-02-05T07:09:15.932Z	0
2011-02-05T07:14:07.767Z	0
2011-02-05T07:19:19.369Z	0
2011-02-05T07:24:17.133Z	0
2011-02-05T07:29:26.587Z	0
2011-02-05T07:34:27.396Z	0
2011-02-05T07:39:29.855Z	0
2011-02-05T07:44:36.227Z	0
2011-02-05T07:49:41.326Z	0
2011-02-05T07:54:50.633Z	0
2011-02-05T08:00:05.547Z	0
2011-02-05T08:05:16.839Z	0
2011-02-05T08:10:14.972Z	0
2011-02-05T08:15:14.096Z	0
2011-02-05T08:20:20.896Z	0
2011-02-05T08:25:32.523Z	0
2011-02-05T08:30:28.988Z	0
2011-02-05T08:35:31.777Z	0
2011-02-05T08:40:27.014Z	0
2011-02-05T08:45:15.206Z	0
2011-02-05T08:50:06.698Z	0
2011-02-05T08:54:54.772Z	0
2011-02-05T08:59:45.130Z	0
2011-02-05T09:04:58.883Z	0
2011-02-05T09:09:54.459Z	0
2011-02-05T09:14:57.198Z	0
2011-02-05T09:19:58.614Z	0
2011-02-05T09:25:04.326Z	0
2011-02-05T09:29:57.381Z	0
2011-02-05T09:34:43.314Z	0
2011-02-05T09:39:54.967Z	0
2011-02-05T09:44:47.391Z	0
2011-02-05T09:49:42.534Z	0
2011-02-05T09:54:49.245Z	0
2011-02-05T09:59:35.992Z	0
2011-02-05T10:04:26.121Z	0
2011-02-05T10:09:31.320Z	0
2011-02-05T10:14:21.085Z	0
2011-02-05T10:19:24.412Z	0
2011-02-05T10:24:15.641Z	0
2011-02-05T10:29:09.449Z	0
2011-02-05T10:34:04.826Z	0
2011-02-05T10:38:55.930Z	0
2011-02-05T10:44:09.632Z	0
2011-02-05T10:49:09.194Z	0
2011-02-05T10:53:56.276Z	0
2011-02-05T10:58:57.246Z	0
2011-02-05T11:03:55.073Z	0
2011-02-05T11:08:47.956Z	0
2011-02-05T11:13:42.022Z	0
2011-02-05T11:18:37.590Z	0
2011-02-05T11:23:34.924Z	0
2011-02-05T11:28:43.311Z	0
2011-02-05T11:33:42.124Z	0
2011-02-05T11:38:28.534Z	0
2011-02-05T11:43:35.331Z	0
2011-02-05T11:48:26.979Z	0
2011-02-05T11:53:36.892Z	0
2011-02-05T11:58:34.425Z	0
2011-02-05T12:03:22.740Z	0
2011-02-05T12:08:26.185Z	0
2011-02-05T12:13:30.928Z	0
2011-02-05T12:18:42.499Z	0
2011-02-05T12:23:35.031Z	0
2011-02-05T12:28:34.644Z	0
2011-02-05T12:33:41.350Z	0
2011-02-05T12:38:36.023Z	0
2011-02-05T12:43:29.814Z	0
2011-02-05T12:48:16.160Z	0
2011-02-05T12:53:03.669Z	0
2011-02-05T12:58:05.129Z	0
2011-02-05T13:03:00.525Z	0
2011-02-05T13:07:57.070Z	0
2011-02-05T13:12:51.942Z	0
2011-02-05T13:17:56.480Z	0
2011-02-05T13:22:43.124Z	0
2011-02-05T13:27:42.493Z	0
2011-02-05T13:32:36.090Z	0
2011-02-05T13:37:36.956Z	0
2011-02-05T13:42:23.768Z	0
2011-02-05T13:47:22.467Z	0
2011-02-05T13:52:15.933Z	0
2011-02-05T13:57:01.322Z	0
2011-02-05T14:02:01.875Z	0
2011-02-05T14:06:51.804Z	0
2011-02-05T14:11:50.999Z	0
2011-02-05T14:16:55.159Z	0
2011-02-05T14:21:50.428Z	0
2011-02-05T14:26:45.634Z	0
2011-02-05T14:31:50.320Z	0
2011-02-05T14:36:58.749Z	0
2011-02-05T14:41:47.644Z	0
2011-02-05T14:46:45.115Z	0
2011-02-05T14:51:58.896Z	0
2011-02-05T14:57:11.051Z	0
2011-02-05T15:02:24.164Z	0
2011-02-05T15:07:30.271Z	0
2011-02-05T15:12:32.093Z	0
2011-02-05T15:17:33.167Z	0
2011-02-05T15:22:46.248Z	0
2011-02-05T15:27:43.648Z	0
2011-02-05T15:32:34.611Z	0
2011-02-05T15:37:35.211Z	0
2011-02-05T15:42:36.041Z	0
2011-02-05T15:47:39.370Z	0
2011-02-05T15:52:40.423Z	0
2011-02-05T15:57:47.952Z	0
2011-02-05T16:02:48.678Z	0
2011-02-05T16:08:01.445Z	0
2011-02-05T16:13:04.092Z	0
2011-02-05T16:18:12.592Z	0
2011-02-05T16:23:08.696Z	0
2011-02-05T16:28:02.536Z	0
2011-02-05T16:33:08.146Z	0
2011-02-05T16:38:04.020Z	0
2011-02-05T16:43:02.025Z	0
2011-02-05T16:48:11.677Z	0
2011-02-05T16:53:26.351Z	0
2011-02-05T16:58:35.424Z	0
2011-02-05T17:03:35.062Z	0
2011-02-05T17:08:22.833Z	0
2011-02-05T17:13:25.779Z	0
2011-02-05T17:18:17.093Z	0
2011-02-05T17:23:28.931Z	0
2011-02-05T17:28:36.398Z	0
2011-02-05T17:33:47.122Z	0
2011-02-05T17:38:54.232Z	0
2011-02-05T17:43:41.222Z	0
2011-02-05T17:48:30.354Z	0
2011-02-05T17:53:30.318Z	0
2011-02-05T17:58:27.313Z	0
2011-02-05T18:03:35.556Z	0
2011-02-05T18:08:39.053Z	0
2011-02-05T18:13:50.534Z	0
2011-02-05T18:19:00.435Z	0
2011-02-05T18:23:45.577Z	0
2011-02-05T18:28:53.491Z	0
2011-02-05T18:33:44.189Z	0
2011-02-05T18:38:50.495Z	0
2011-02-05T18:43:53.717Z	0
2011-02-05T18:49:01.341Z	0
2011-02-05T18:54:10.801Z	0
2011-02-05T18:59:04.858Z	0
2011-02-05T19:04:18.326Z	0
2011-02-05T19:09:30.645Z	0
2011-02-05T19:14:33.199Z	0
2011-02-05T19:19:25.042Z	0
2011-02-05T19:24:38.385Z	0
2011-02-05T19:29:36.074Z	0
2011-02-05T19:34:35.146Z	0
2011-02-05T19:39:34.936Z	0
2011-02-05T19:44:45.694Z	0
2011-02-05T19:49:50.869Z	0
2011-02-05T19:54:38.845Z	0
2011-02-05T19:59:42.658Z	0
2011-02-05T20:04:31.114Z	0
2011-02-05T20:09:28.732Z	0
2011-02-05T20:14:35.100Z	0
2011-02-05T20:19:49.422Z	0
2011-02-05T20:24:40.467Z	0
2011-02-05T20:29:44.222Z	0
2011-02-05T20:34:54.207Z	0
2011-02-05T20:40:08.923Z	0
2011-02-05T20:45:17.068Z	0
2011-02-05T20:50:27.742Z	0
2011-02-05T20:55:33.807Z	0
2011-02-05T21:00:22.554Z	0
2011-02-05T21:05:24.312Z	0
2011-02-05T21:10:21.573Z	0
2011-02-05T21:15:18.181Z	0
2011-02-05T21:20:06.014Z	0
2011-02-05T21:25:16.942Z	0
2011-02-05T21:30:14.432Z	0
2011-02-05T21:35:08.904Z	0
2011-02-05T21:40:21.252Z	0
2011-02-05T21:45:20.965Z	0
2011-02-05T21:50:10.084Z	0
2011-02-05T21:55:13.309Z	0
2011-02-05T21:59:59.239Z	0
2011-02-05T22:05:05.107Z	0
2011-02-05T22:10:10.206Z	0
2011-02-05T22:15:03.428Z	0
2011-02-05T22:19:49.801Z	0
2011-02-05T22:25:00.627Z	0
2011-02-05T22:29:48.877Z	0
2011-02-05T22:34:44.665Z	0
2011-02-05T22:39:47.702Z	0
2011-02-05T22:44:45.786Z	0
2011-02-05T22:49:56.410Z	0
2011-02-05T22:54:57.480Z	0
2011-02-05T22:59:55.154Z	0
2011-02-05T23:04:54.443Z	0
2011-02-05T23:09:51.115Z	0
2011-02-05T23:15:01.123Z	0
2011-02-05T23:20:08.470Z	0
2011-02-05T23:25:00.248Z	0
2011-02-05T23:29:46.216Z	0
2011-02-05T23:34:39.761Z	0
2011-02-05T23:39:34.145Z	0
2011-02-05T23:44:47.736Z	0
2011-02-05T23:49:38.701Z	0
2011-02-05T23:54:32.435Z	0
2011-02-05T23:59:35.973Z	0
2011-02-06T00:04:43.268Z	0
2011-02-06T00:09:36.551Z	0
2011-02-06T00:14:32.065Z	0
2011-02-06T00:19:35.052Z	0
2011-02-06T00:24:34.934Z	0
2011-02-06T00:29:37.597Z	0
2011-02-06T00:34:49.062Z	0
2011-02-06T00:39:39.749Z	0
2011-02-06T00:44:30.300Z	0
2011-02-06T00:49:33.296Z	0
2011-02-06T00:54:42.320Z	0
2011-02-06T00:59:44.526Z	0
2011-02-06T01:04:42.602Z	0
2011-02-06T01:09:39.674Z	0
2011-02-06T01:14:36.818Z	0
2011-02-06T01:19:30.378Z	0
2011-02-06T01:24:15.662Z	0
2011-02-06T01:29:10.362Z	0
2011-02-06T01:34:02.059Z	0
2011-02-06T01:38:52.931Z	0
2011-02-06T01:43:49.760Z	0
2011-02-06T01:48:44.047Z	0
2011-02-06T01:53:42.182Z	0
2011-02-06T01:58:37.985Z	0
2011-02-06T02:03:36.714Z	0
2011-02-06T02:08:43.136Z	0
2011-02-06T02:13:56.623Z	0
2011-02-06T02:19:09.834Z	0
2011-02-06T02:24:11.614Z	0
2011-02-06T02:28:59.134Z	0
2011-02-06T02:33:45.792Z	0
2011-02-06T02:38:50.784Z	0
2011-02-06T02:43:40.304Z	0
2011-02-06T02:48:39.770Z	0
2011-02-06T02:53:45.675Z	0
2011-02-06T02:58:49.804Z	0
2011-02-06T03:04:04.560Z	0
2011-02-06T03:09:02.324Z	0
2011-02-06T03:13:51.090Z	0
2011-02-06T03:18:50.389Z	0
2011-02-06T03:24:03.434Z	0
2011-02-06T03:28:59.406Z	0
2011-02-06T03:34:01.225Z	0
2011-02-06T03:39:10.703Z	0
2011-02-06T03:44:23.266Z	0
2011-02-06T03:49:15.423Z	0
2011-02-06T03:54:05.188Z	0
2011-02-06T03:58:55.700Z	0
2011-02-06T04:03:52.527Z	0
2011-02-06T04:08:40.071Z	0
2011-02-06T04:13:41.977Z	0
2011-02-06T04:18:48.686Z	0
2011-02-06T04:24:03.382Z	0
2011-02-06T04:29:10.846Z	0
2011-02-06T04:34:18.263Z	0
2011-02-06T04:39:30.017Z	0
2011-02-06T04:44:29.041Z	0
2011-02-06T04:49:43.764Z	0
2011-02-06T04:54:41.603Z	0
2011-02-06T04:59:34.643Z	0
2011-02-06T05:04:33.621Z	0
2011-02-06T05:09:20.931Z	0
2011-02-06T05:14:06.533Z	0
2011-02-06T05:19:04.634Z	0
2011-02-06T05:24:01.523Z	0
2011-02-06T05:29:00.789Z	0
2011-02-06T05:34:12.357Z	0
2011-02-06T05:39:06.839Z	0
2011-02-06T05:44:06.326Z	0
2011-02-06T05:49:14.960Z	0
2011-02-06T05:54:22.712Z	0
2011-02-06T05:59:26.979Z	0
2011-02-06T06:04:36.746Z	0
2011-02-06T06:09:25.960Z	0
2011-02-06T06:14:12.717Z	0
2011-02-06T06:19:14.040Z	0
2011-02-06T06:24:25.369Z	0
2011-02-06T06:29:32.191Z	0
2011-02-06T06:34:45.341Z	0
2011-02-06T06:39:56.024Z	0
2011-02-06T06:44:54.080Z	0
2011-02-06T06:49:52.151Z	0
2011-02-06T06:54:50.866Z	0
2011-02-06T07:00:02.798Z	0
2011-02-06T07:05:16.869Z	0
2011-02-06T07:10:18.901Z	0
2011-02-06T07:15:30.592Z	0
2011-02-06T07:20:35.918Z	0
2011-02-06T07:25:38.948Z	0
2011-02-06T07:30:53.075Z	0
2011-02-06T07:35:42.335Z	0
2011-02-06T07:40:33.606Z	0
2011-02-06T07:45:34.417Z	0
2011-02-06T07:50:42.928Z	0
2011-02-06T07:55:43.826Z	0
2011-02-06T08:00:51.247Z	0
2011-02-06T08:05:46.729Z	0
2011-02-06T08:10:49.529Z	0
2011-02-06T08:15:35.350Z	0
2011-02-06T08:20:35.121Z	0
2011-02-06T08:25:20.934Z	0
2011-02-06T08:30:23.782Z	0
2011-02-06T08:35:14.282Z	0
2011-02-06T08:40:27.490Z	0
2011-02-06T08:45:18.155Z	0
2011-02-06T08:50:27.897Z	0
2011-02-06T08:55:32.511Z	0
2011-02-06T09:00:20.753Z	0
2011-02-06T09:05:16.212Z	0
2011-02-06T09:10:02.190Z	0
2011-02-06T09:14:58.521Z	0
2011-02-06T09:19:59.389Z	0
2011-02-06T09:25:10.550Z	0
2011-02-06T09:30:06.331Z	0
2011-02-06T09:35:19.424Z	0
2011-02-06T09:40:24.595Z	0
2011-02-06T09:45:37.284Z	0
2011-02-06T09:50:48.613Z	0
2011-02-06T09:55:42.859Z	0
2011-02-06T10:00:38.236Z	0
2011-02-06T10:05:31.358Z	0
2011-02-06T10:10:44.582Z	0
2011-02-06T10:15:30.442Z	0
2011-02-06T10:20:41.271Z	0
2011-02-06T10:25:56.145Z	0
2011-02-06T10:31:05.852Z	0
