time	Voltage	Current	Power
2011-02-05T23:39:34.145Z	418.5447	297.8531	124.6648
2011-02-05T23:44:47.736Z	415.2049	297.8744	123.6789
2011-02-05T23:49:38.701Z	411.8993	297.8918	122.7014
2011-02-05T23:54:32.435Z	408.6813	297.9127	121.7513
2011-02-05T23:59:35.973Z	405.215	297.9311	120.7262
2011-02-06T00:04:43.268Z	401.1816	297.9507	119.5323
2011-02-06T00:09:36.551Z	397.4384	297.9701	118.4248
2011-02-06T00:14:32.065Z	393.8504	297.9882	117.3628
2011-02-06T00:19:35.052Z	389.8167	298.0079	116.1685
2011-02-06T00:24:34.934Z	385.6201	298.0258	114.9247
2011-02-06T00:29:37.597Z	381.6088	298.0454	113.7367
2011-02-06T00:34:49.062Z	377.5425	298.0637	112.5317
2011-02-06T00:39:39.749Z	373.4892	298.082	111.3304
2011-02-06T00:44:30.300Z	368.989	298.1004	109.9958
2011-02-06T00:49:33.296Z	364.6612	298.1176	108.7119
2011-02-06T00:54:42.320Z	360.2162	298.1354	107.3932
2011-02-06T00:59:44.526Z	355.7778	298.1546	106.0768
2011-02-06T01:04:42.602Z	351.4612	298.1717	104.7958
2011-02-06T01:09:39.674Z	347.3091	298.1876	103.5633
2011-02-06T01:14:36.818Z	342.8001	298.2061	102.2251
2011-02-06T01:19:30.378Z	338.5674	298.2224	100.9684
2011-02-06T01:24:15.662Z	334.1321	298.2374	99.65069
2011-02-06T01:29:10.362Z	333.0647	298.2525	99.33738
2011-02-06T01:34:02.059Z	332.7174	298.2686	99.23915
2011-02-06T01:38:52.931Z	332.7953	298.2854	99.26798
2011-02-06T01:43:49.760Z	332.1164	298.3013	99.07075
2011-02-06T01:48:44.047Z	331.8873	298.315	99.00696
2011-02-06T01:53:42.182Z	331.3469	298.3306	98.85092
2011-02-06T01:58:37.985Z	330.3769	298.3461	98.56666
2011-02-06T02:03:36.714Z	329.7352	298.3612	98.38019
2011-02-06T02:08:43.136Z	328.5399	298.3766	98.02862
2011-02-06T02:13:56.623Z	327.5312	298.3905	97.7322
2011-02-06T02:19:09.834Z	326.4356	298.4058	97.41028
2011-02-06T02:24:11.614Z	325.2564	298.4204	97.06314
2011-02-06T02:28:59.134Z	323.6404	298.4344	96.58543
2011-02-06T02:33:45.792Z	322.401	298.4472	96.21968
2011-02-06T02:38:50.784Z	320.9037	298.46	95.77692
2011-02-06T02:43:40.304Z	318.9601	298.472	95.20066
2011-02-06T02:48:39.770Z	317.2443	298.4856	94.69286
2011-02-06T02:53:45.675Z	315.3789	298.4978	94.13991
2011-02-06T02:58:49.804Z	313.4173	298.5107	93.55842
2011-02-06T03:04:04.560Z	310.9997	298.5231	92.84059
2011-02-06T03:09:02.324Z	309.0766	298.5361	92.27052
2011-02-06T03:13:51.090Z	306.7039	298.5452	91.56498
2011-02-06T03:18:50.389Z	304.2095	298.5571	90.82391
2011-02-06T03:24:03.434Z	301.7325	298.5686	90.08785
2011-02-06T03:28:59.406Z	299.1304	298.579	89.31406
2011-02-06T03:34:01.225Z	296.5256	298.5902	88.53964
2011-02-06T03:39:10.703Z	293.4959	298.6001	87.63791
2011-02-06T03:44:23.266Z	290.5982	298.6102	86.77559
2011-02-06T03:49:15.423Z	287.7949	298.6204	85.94143
2011-02-06T03:54:05.188Z	285.1386	298.6287	85.15057
2011-02-06T03:58:55.700Z	282.0455	298.6375	84.22936
2011-02-06T04:03:52.527Z	279.1518	298.6457	83.36748
2011-02-06T04:08:40.071Z	276.0115	298.6528	82.43161
2011-02-06T04:13:41.977Z	272.8443	298.6614	81.48806
2011-02-06T04:18:48.686Z	269.2851	298.6703	80.42746
2011-02-06T04:24:03.382Z	265.6273	298.6769	79.33674
2011-02-06T04:29:10.846Z	262.2037	298.6855	78.31644
2011-02-06T04:34:18.263Z	258.7753	298.6911	77.29388
2011-02-06T04:39:30.017Z	254.8641	298.6998	76.12786
2011-02-06T04:44:29.041Z	251.3212	298.7041	75.07067
2011-02-06T04:49:43.764Z	247.7757	298.7105	74.0132
2011-02-06T04:54:41.603Z	244.0929	298.717	72.9147
2011-02-06T04:59:34.643Z	240.3345	298.7211	71.79299
2011-02-06T05:04:33.621Z	236.6261	298.728	70.68684
2011-02-06T05:09:20.931Z	233.0833	298.7313	69.62928
2011-02-06T05:14:06.533Z	229.3877	298.7347	68.52607
2011-02-06T05:19:04.634Z	225.5432	298.7391	67.37857
2011-02-06T05:24:01.523Z	221.9667	298.7422	66.31082
2011-02-06T05:29:00.789Z	218.1342	298.7464	65.16681
2011-02-06T05:34:12.357Z	213.9097	298.7499	63.9055
2011-02-06T05:39:06.839Z	210.1776	298.7535	62.79129
2011-02-06T05:44:06.326Z	206.5536	298.7547	61.70886
2011-02-06T05:49:14.960Z	204.5473	298.7573	61.11
2011-02-06T05:54:22.712Z	204.4558	298.7598	61.08317
2011-02-06T05:59:26.979Z	204.3475	298.7608	61.05102
2011-02-06T06:04:36.746Z	203.6832	298.7612	60.85264
2011-02-06T06:09:25.960Z	203.3086	298.7637	60.74123
2011-02-06T06:14:12.717Z	202.9526	298.7642	60.63497
2011-02-06T06:19:14.040Z	202.3342	298.7632	60.45001
2011-02-06T06:24:25.369Z	202.1079	298.8067	60.39119
2011-02-06T06:29:32.191Z	200.941	298.702	60.02148
2011-02-06T06:34:45.341Z	200.4546	298.3961	59.81487
2011-02-06T06:39:56.024Z	199.2908	298.243	59.43709
2011-02-06T06:44:54.080Z	198.2332	297.8318	59.04015
2011-02-06T06:49:52.151Z	197.2189	297.1844	58.61038
2011-02-06T06:54:50.866Z	196.3015	296.769	58.2562
2011-02-06T07:00:02.798Z	194.7462	296.0248	57.6497
2011-02-06T07:05:16.869Z	193.3957	295.3777	57.12478
2011-02-06T07:10:18.901Z	192.0414	294.7729	56.6086
2011-02-06T07:15:30.592Z	190.2844	293.8821	55.92118
2011-02-06T07:20:35.918Z	188.5963	292.8425	55.22901
2011-02-06T07:25:38.948Z	187.3162	291.737	54.64707
2011-02-06T07:30:53.075Z	185.2788	290.7282	53.86577
2011-02-06T07:35:42.335Z	183.5648	289.6337	53.16655
2011-02-06T07:40:33.606Z	181.5245	288.2933	52.3323
2011-02-06T07:45:34.417Z	179.3762	287.1368	51.50551
2011-02-06T07:50:42.928Z	177.3715	285.6004	50.65737
2011-02-06T07:55:43.826Z	175.1101	284.1391	49.75563
2011-02-06T08:00:51.247Z	177.3867	216.8061	38.45852
2011-02-06T08:05:46.729Z	175.7942	215.3458	37.85654
2011-02-06T08:10:49.529Z	174.0124	213.5276	37.15645
2011-02-06T08:15:35.350Z	171.8519	211.7471	36.38914
2011-02-06T08:20:35.121Z	169.8636	209.8525	35.6463
2011-02-06T08:25:20.934Z	168.1156	208.1145	34.98729
2011-02-06T08:30:23.782Z	165.7986	205.8439	34.12863
2011-02-06T08:35:14.282Z	163.5305	203.8478	33.33533
2011-02-06T08:40:27.490Z	161.2948	201.8757	32.5615
2011-02-06T08:45:18.155Z	158.8931	199.346	31.6747
2011-02-06T08:50:27.897Z	156.4267	196.9491	30.8081
2011-02-06T08:55:32.511Z	153.6327	194.6757	29.90855
2011-02-06T09:00:20.753Z	151.2148	192.375	29.08995
2011-02-06T09:05:16.212Z	148.7244	189.7133	28.215
2011-02-06T09:10:02.190Z	145.8984	187.2757	27.32322
2011-02-06T09:14:58.521Z	143.16	184.7276	26.4456
2011-02-06T09:19:59.389Z	140.3262	182.1108	25.55492
2011-02-06T09:25:10.550Z	137.3078	179.2009	24.60568
2011-02-06T09:30:06.331Z	134.5689	176.4688	23.74721
2011-02-06T09:35:19.424Z	131.2237	173.4266	22.75768
2011-02-06T09:40:24.595Z	128.0566	170.5103	21.83497
2011-02-06T09:45:37.284Z	124.7811	167.3146	20.8777
2011-02-06T09:50:48.613Z	121.5291	164.051	19.93697
2011-02-06T09:55:42.859Z	118.3849	161.0032	19.06035
2011-02-06T10:00:38.236Z	115.1581	157.9924	18.1941
2011-02-06T10:05:31.358Z	112.0038	154.791	17.33718
2011-02-06T10:10:44.582Z	108.6869	151.66	16.48346
2011-02-06T10:15:30.442Z	105.236	148.1816	15.59404
2011-02-06T10:20:41.271Z	101.832	144.7578	14.74098
2011-02-06T10:25:56.145Z	98.18337	141.2713	13.87049
2011-02-06T10:31:05.852Z	94.58998	137.757	13.03043
2011-02-06T10:36:18.049Z	90.82768	134.1302	12.18273
2011-02-06T10:41:30.650Z	87.31206	130.4137	11.38669
2011-02-06T10:46:17.432Z	83.91786	127.3774	10.68924
2011-02-06T10:51:06.958Z	80.45736	123.9203	9.9703
2011-02-06T10:56:13.832Z	76.5853	119.8764	9.18077
2011-02-06T11:00:58.923Z	73.00415	116.7438	8.522782
2011-02-06T11:05:58.363Z	69.34097	112.9273	7.830489
2011-02-06T11:10:48.075Z	65.73298	109.2991	7.184556
2011-02-06T11:15:47.304Z	62.22207	105.9012	6.589392
2011-02-06T11:20:52.586Z	58.55676	101.9357	5.969024
2011-02-06T11:25:56.741Z	54.68575	98.14	5.36686
2011-02-06T11:30:51.680Z	51.02046	94.54176	4.823564
2011-02-06T11:35:57.839Z	47.02507	90.45609	4.253704
2011-02-06T11:41:12.353Z	42.97407	86.72117	3.726762
2011-02-06T11:46:20.357Z	39.22721	82.61022	3.240568
2011-02-06T11:51:17.049Z	39.12423	79.05367	3.092914
2011-02-06T11:56:03.013Z	44.14897	75.06473	3.314031
2011-02-06T12:01:15.281Z	49.87292	71.36172	3.559017
2011-02-06T12:06:28.760Z	55.33524	67.26883	3.722337
2011-02-06T12:11:33.220Z	61.03265	63.21491	3.858173
2011-02-06T12:16:29.974Z	66.60682	59.95139	3.993171
2011-02-06T12:21:22.574Z	71.65658	62.64922	4.489229
2011-02-06T12:26:33.695Z	76.95543	65.71752	5.05732
2011-02-06T12:31:19.689Z	82.15926	68.65301	5.64048
2011-02-06T12:36:22.892Z	87.89518	71.59533	6.292884
2011-02-06T12:41:24.069Z	92.9322	74.48369	6.921933
2011-02-06T12:46:14.065Z	98.15513	77.28228	7.585652
2011-02-06T12:51:25.382Z	103.4354	80.11591	8.286821
2011-02-06T12:56:38.773Z	109.1898	83.44466	9.111306
2011-02-06T13:01:30.308Z	114.1342	86.14259	9.831816
2011-02-06T13:06:20.124Z	119.1906	88.95639	10.60277
2011-02-06T13:11:07.536Z	124.035	91.55603	11.35615
2011-02-06T13:16:15.506Z	129.6993	94.61876	12.27199
2011-02-06T13:21:04.143Z	134.4292	97.53853	13.11203
2011-02-06T13:26:16.910Z	139.6216	100.4675	14.02743
2011-02-06T13:31:07.462Z	144.4769	103.2581	14.91841
2011-02-06T13:36:20.124Z	150.1098	106.2693	15.95206
2011-02-06T13:41:25.244Z	155.0877	109.0397	16.91072
2011-02-06T13:46:24.584Z	159.8217	112.0143	17.90232
2011-02-06T13:51:29.047Z	165.0311	114.857	18.95498
2011-02-06T13:56:39.242Z	169.9906	117.5357	19.97996
2011-02-06T14:01:40.524Z	174.9222	120.4968	21.07757
2011-02-06T14:06:33.636Z	179.4387	123.1509	22.09804
2011-02-06T14:11:32.980Z	184.1256	125.9102	23.18329
2011-02-06T14:16:21.326Z	188.7183	128.6349	24.27576
2011-02-06T14:21:23.518Z	193.3646	131.3975	25.40763
2011-02-06T14:26:30.447Z	197.7772	134.294	26.56029
2011-02-06T14:31:29.895Z	202.6339	137.0399	27.76893
2011-02-06T14:36:44.672Z	206.8429	139.6728	28.89033
2011-02-06T14:41:54.819Z	211.3623	142.4807	30.11505
2011-02-06T14:46:45.363Z	215.6343	145.1583	31.30111
2011-02-06T14:51:47.987Z	220.1771	147.9632	32.57811
2011-02-06T14:56:55.523Z	224.5795	150.7059	33.84546
2011-02-06T15:02:04.255Z	228.4629	153.3076	35.0251
2011-02-06T15:07:00.518Z	232.8269	155.946	36.30842
2011-02-06T15:11:52.676Z	236.4173	158.5248	37.47801
2011-02-06T15:16:48.643Z	240.4383	161.0661	38.72646
2011-02-06T15:21:58.454Z	244.5472	163.514	39.98689
2011-02-06T15:26:46.798Z	248.3437	166.0936	41.2483
2011-02-06T15:31:50.462Z	252.0599	168.5193	42.47696
2011-02-06T15:36:42.299Z	255.3591	170.9492	43.65343
2011-02-06T15:41:46.676Z	259.2558	173.5977	45.00621
2011-02-06T15:46:40.880Z	262.7112	175.9974	46.23649
2011-02-06T15:51:44.146Z	265.7767	178.5228	47.4472
2011-02-06T15:56:32.075Z	269.1047	180.7381	48.63747
2011-02-06T16:01:24.520Z	272.3202	182.9722	49.82703
2011-02-06T16:06:23.297Z	275.5047	185.4318	51.08733
2011-02-06T16:11:14.638Z	278.4647	187.6855	52.26379
2011-02-06T16:16:24.215Z	281.7791	189.9282	53.5178
2011-02-06T16:21:29.097Z	284.4441	192.4165	54.73174
2011-02-06T16:26:31.938Z	287.422	194.5196	55.90921
2011-02-06T16:31:45.762Z	290.3774	196.9835	57.19956
2011-02-06T16:36:52.792Z	293.0355	199.1403	58.35518
2011-02-06T16:41:54.093Z	296.0213	201.4968	59.64734
2011-02-06T16:46:56.934Z	298.1756	203.5008	60.67897
2011-02-06T16:52:06.988Z	300.6894	205.8644	61.90124
2011-02-06T16:56:53.852Z	303.2448	207.9017	63.04511
2011-02-06T17:01:55.967Z	305.1405	209.8341	64.02888
2011-02-06T17:07:07.944Z	307.8067	211.9334	65.23452
2011-02-06T17:12:16.145Z	309.6367	214.0737	66.28507
2011-02-06T17:17:20.796Z	311.8807	216.246	67.44295
2011-02-06T17:22:06.987Z	313.1637	217.8615	68.22631
2011-02-06T17:27:00.708Z	315.3248	219.8514	69.3246
2011-02-06T17:32:06.799Z	316.8602	221.7685	70.26961
2011-02-06T17:37:09.161Z	318.457	223.7731	71.26211
2011-02-06T17:42:21.110Z	320.1386	225.5984	72.22276
2011-02-06T17:47:34.707Z	321.331	227.3291	73.04789
2011-02-06T17:52:47.116Z	323.03	229.2785	74.06383
2011-02-06T17:57:58.253Z	323.8797	230.9939	74.81424
2011-02-06T18:02:57.478Z	324.9717	232.62	75.59492
2011-02-06T18:07:46.715Z	325.937	234.2254	76.34272
2011-02-06T18:12:46.325Z	327.1457	236.0192	77.21267
2011-02-06T18:17:56.107Z	327.5861	237.5385	77.81431
2011-02-06T18:22:45.083Z	328.5295	239.2641	78.60532
2011-02-06T18:27:38.990Z	328.7882	240.6532	79.12393
2011-02-06T18:32:32.729Z	329.3875	242.1639	79.76576
2011-02-06T18:37:27.647Z	329.7803	243.6152	80.33949
2011-02-06T18:42:37.634Z	329.9006	245.0498	80.84208
2011-02-06T18:47:44.610Z	330.0703	246.4904	81.35916
2011-02-06T18:52:36.941Z	330.5856	247.7849	81.91412
2011-02-06T18:57:47.906Z	334.2665	249.1692	83.28892
2011-02-06T19:02:48.134Z	339.9078	250.353	85.09694
2011-02-06T19:07:51.515Z	346.0353	251.5869	87.05795
2011-02-06T19:12:48.123Z	352.2735	252.7831	89.04879
2011-02-06T19:17:33.722Z	357.7489	254.0178	90.87459
2011-02-06T19:22:28.444Z	363.5229	255.1087	92.73785
2011-02-06T19:27:31.996Z	369.0223	256.0637	94.49322
2011-02-06T19:32:40.251Z	375.0375	257.177	96.45102
2011-02-06T19:37:30.182Z	380.0728	258.3876	98.2061
2011-02-06T19:42:16.011Z	385.1472	259.1515	99.81147
2011-02-06T19:47:25.516Z	391.0445	260.0673	101.6979
2011-02-06T19:52:34.829Z	395.8951	261.197	103.4066
2011-02-06T19:57:32.638Z	400.8791	261.9058	104.9926
2011-02-06T20:02:19.044Z	405.5858	262.8776	106.6194
2011-02-06T20:07:16.888Z	410.4046	263.4664	108.1278
2011-02-06T20:12:26.014Z	415.0866	264.3059	109.7098
2011-02-06T20:17:35.454Z	419.5034	264.9494	111.1472
2011-02-06T20:22:45.558Z	423.9478	265.6865	112.6372
2011-02-06T20:27:35.629Z	427.3485	266.4167	113.8528
2011-02-06T20:32:32.290Z	431.139	267.0772	115.1474
2011-02-06T20:37:19.384Z	434.211	267.4814	116.1434
2011-02-06T20:42:28.626Z	437.6133	268.1891	117.3631
2011-02-06T20:47:37.458Z	441.0773	268.6442	118.4929
2011-02-06T20:52:38.499Z	443.5087	268.9438	119.2789
2011-02-06T20:57:25.017Z	446.058	269.2561	120.1038
2011-02-06T21:02:17.078Z	447.9737	269.7739	120.8516
2011-02-06T21:07:11.927Z	450.1123	269.9176	121.4932
2011-02-06T21:12:20.330Z	452.0258	270.1975	122.1362
2011-02-06T21:17:13.788Z	453.3641	270.4282	122.6024
2011-02-06T21:22:01.388Z	454.0818	270.849	122.9876
2011-02-06T21:26:47.816Z	455.3953	270.9751	123.4008
2011-02-06T21:31:33.289Z	455.9341	271.0127	123.5639
2011-02-06T21:36:37.076Z	456.348	271.0928	123.7127
2011-02-06T21:41:47.555Z	456.2848	271.0051	123.6555
2011-02-06T21:46:34.175Z	456.0059	271.1475	123.6449
2011-02-06T21:51:43.222Z	455.9537	271.1597	123.6363
2011-02-06T21:56:29.607Z	455.4031	271.1342	123.4754
2011-02-06T22:01:17.613Z	454.5291	271.1246	123.234
2011-02-06T22:06:26.699Z	453.9869	271.0409	123.049
2011-02-06T22:11:31.497Z	452.8114	271.0188	122.7204
2011-02-06T22:16:45.488Z	451.8562	270.9687	122.4389
2011-02-06T22:21:52.545Z	450.2709	270.8938	121.9756
2011-02-06T22:26:52.075Z	449.0853	270.8598	121.6392
2011-02-06T22:31:41.448Z	447.4781	270.7348	121.1479
2011-02-06T22:36:51.140Z	445.4314	270.6639	120.5622
2011-02-06T22:41:37.274Z	443.4617	270.5843	119.9938
2011-02-06T22:46:29.805Z	441.6247	270.482	119.4515
2011-02-06T22:51:42.488Z	439.4288	270.3431	118.7965
2011-02-06T22:56:48.065Z	436.7267	270.2467	118.0239
2011-02-06T23:01:48.978Z	434.0497	270.096	117.2351
2011-02-06T23:07:01.664Z	431.2849	269.9791	116.4379
2011-02-06T23:11:57.301Z	428.8474	269.84	115.7202
2011-02-06T23:16:53.572Z	425.8872	269.6703	114.8491
2011-02-06T23:22:06.513Z	422.7828	269.477	113.9302
2011-02-06T23:26:59.936Z	419.5221	269.3298	112.9898
2011-02-06T23:32:07.868Z	415.8097	269.1201	111.9027
2011-02-06T23:36:55.046Z	412.9432	268.9638	111.0668
2011-02-06T23:41:54.374Z	409.3963	268.7753	110.0356
2011-02-06T23:46:55.799Z	405.6046	268.5684	108.9326
2011-02-06T23:51:55.669Z	401.6845	268.3456	107.7903
2011-02-06T23:56:48.518Z	397.8209	268.131	106.6681
2011-02-07T00:01:37.659Z	394.0655	267.9444	105.5876
2011-02-07T00:06:37.951Z	390.3964	267.7037	104.5106
2011-02-07T00:11:42.572Z	386.1959	267.4497	103.288
2011-02-07T00:16:56.013Z	381.8269	267.1561	102.0074
2011-02-07T00:22:01.390Z	377.4582	266.8999	100.7436
2011-02-07T00:26:58.331Z	372.9826	266.6161	99.44317
2011-02-07T00:32:02.691Z	368.7695	266.3891	98.23618
2011-02-07T00:36:55.318Z	364.3129	266.1119	96.948
2011-02-07T00:42:10.208Z	359.6787	265.7769	95.59429
2011-02-07T00:47:09.001Z	355.0926	265.497	94.27602
2011-02-07T00:52:01.821Z	351.0251	265.1706	93.08154
2011-02-07T00:56:53.411Z	346.2789	264.8624	91.71626
2011-02-07T01:01:47.078Z	342.1109	264.5947	90.52073
2011-02-07T01:06:33.631Z	337.806	264.2473	89.26432
2011-02-07T01:11:36.991Z	333.2638	263.9396	87.96151
2011-02-07T01:16:31.693Z	332.3847	263.604	87.61794
2011-02-07T01:21:18.804Z	332.0679	263.2379	87.41286
2011-02-07T01:26:05.909Z	332.0678	262.8913	87.29774
2011-02-07T01:31:12.058Z	331.622	262.5616	87.0712
2011-02-07T01:36:19.894Z	331.4213	262.1657	86.8873
2011-02-07T01:41:21.964Z	330.9016	261.794	86.62805
2011-02-07T01:46:26.110Z	330.4027	261.3833	86.36175
2011-02-07T01:51:31.226Z	329.6676	260.9939	86.04123
2011-02-07T01:56:30.004Z	328.8886	260.6014	85.70883
2011-02-07T02:01:33.816Z	328.1385	260.201	85.38197
2011-02-07T02:06:43.778Z	327.1054	259.7751	84.97384
2011-02-07T02:11:38.637Z	325.9792	259.3825	84.5533
2011-02-07T02:16:38.838Z	325.0476	258.9738	84.17881
2011-02-07T02:21:26.713Z	323.6424	258.5581	83.68036
2011-02-07T02:26:14.828Z	322.4432	258.1468	83.23768
2011-02-07T02:31:27.264Z	321.2431	257.7109	82.78785
2011-02-07T02:36:16.055Z	319.6543	257.2933	82.24491
2011-02-07T02:41:15.926Z	318.2713	256.8248	81.73996
2011-02-07T02:46:30.576Z	316.4782	256.3322	81.12355
2011-02-07T02:51:17.321Z	315.1328	255.9261	80.65071
2011-02-07T02:56:22.059Z	313.3884	255.4304	80.04892
2011-02-07T03:01:15.850Z	311.2842	254.9784	79.37075
2011-02-07T03:06:23.497Z	309.5742	254.4981	78.78605
2011-02-07T03:11:38.294Z	307.3916	253.9803	78.07141
2011-02-07T03:16:30.783Z	305.2895	253.519	77.39669
2011-02-07T03:21:42.742Z	303.3118	253.0426	76.75081
2011-02-07T03:26:54.264Z	300.9417	252.5146	75.99217
2011-02-07T03:31:43.735Z	298.781	252.0369	75.30384
2011-02-07T03:36:46.480Z	296.3866	251.5359	74.55187
2011-02-07T03:41:57.370Z	293.6773	251.001	73.7133
2011-02-07T03:47:08.480Z	291.1556	250.4611	72.92315
2011-02-07T03:52:16.168Z	288.6642	249.9626	72.15525
2011-02-07T03:57:23.599Z	286.042	249.4483	71.35269
2011-02-07T04:02:24.810Z	283.1002	248.9103	70.46656
2011-02-07T04:07:23.664Z	280.5789	248.3524	69.68244
2011-02-07T04:12:29.567Z	277.8036	247.852	68.85418
2011-02-07T04:17:14.834Z	274.9709	247.3084	68.00261
2011-02-07T04:22:11.036Z	272.1242	246.817	67.16488
2011-02-07T04:27:08.247Z	269.0673	246.2681	66.26269
2011-02-07T04:32:13.014Z	266.1674	245.7106	65.40015
2011-02-07T04:36:59.746Z	263.3747	245.184	64.57526
2011-02-07T04:41:50.180Z	260.2027	244.6593	63.66101
2011-02-07T04:46:53.242Z	257.0833	244.101	62.75429
2011-02-07T04:51:55.862Z	254.0649	243.596	61.88919
2011-02-07T04:56:59.592Z	250.8259	243.0214	60.95606
2011-02-07T05:01:55.365Z	247.4839	242.4381	59.99953
2011-02-07T05:06:48.278Z	244.4164	241.909	59.12653
2011-02-07T05:11:50.402Z	241.1094	241.3824	58.19957
2011-02-07T05:16:40.246Z	237.9688	240.8237	57.30853
2011-02-07T05:21:30.079Z	234.4361	240.2633	56.32639
2011-02-07T05:26:16.298Z	231.4126	239.7381	55.47842
2011-02-07T05:31:26.670Z	227.7603	239.1453	54.46781
2011-02-07T05:36:26.858Z	224.5672	238.6079	53.58351
2011-02-07T05:41:17.166Z	221.2425	238.0104	52.65802
2011-02-07T05:46:24.089Z	217.4807	237.4455	51.63981
2011-02-07T05:51:16.641Z	214.2048	236.8764	50.74006
2011-02-07T05:56:28.194Z	210.5158	236.318	49.74867
2011-02-07T06:01:14.140Z	207.1734	235.7736	48.84602
2011-02-07T06:06:06.332Z	203.7926	235.1963	47.93127
2011-02-07T06:10:56.421Z	200.532	234.6637	47.05758
2011-02-07T06:15:51.492Z	196.8893	234.0608	46.08407
2011-02-07T06:21:01.396Z	196.6784	233.5063	45.92565
2011-02-07T06:26:05.794Z	196.2021	233.4582	45.80499
2011-02-07T06:31:07.120Z	196.1559	233.0322	45.71064
2011-02-07T06:36:10.896Z	195.8707	233.1112	45.65965
2011-02-07T06:40:57.373Z	195.5807	232.8766	45.54617
2011-02-07T06:46:08.958Z	195.0559	232.5048	45.35143
2011-02-07T06:51:20.641Z	194.3358	232.0104	45.08793
2011-02-07T06:56:18.076Z	193.592	231.2893	44.77576
2011-02-07T07:01:10.117Z	193.0983	230.5775	44.52412
2011-02-07T07:06:03.132Z	192.2867	230.0298	44.23167
2011-02-07T07:10:57.710Z	191.1498	229.3306	43.8365
2011-02-07T07:15:51.998Z	190.4663	228.5314	43.52753
2011-02-07T07:20:46.842Z	189.3198	227.4366	43.05825
2011-02-07T07:25:56.549Z	188.0671	226.5275	42.60237
2011-02-07T07:30:45.804Z	186.8082	225.4749	42.12056
2011-02-07T07:35:35.506Z	185.6068	224.278	41.62752
2011-02-07T07:40:42.883Z	184.1054	223.0191	41.05902
2011-02-07T07:45:51.051Z	182.3655	221.5294	40.39932
2011-02-07T07:50:41.787Z	181.001	220.0661	39.83218
2011-02-07T07:55:39.992Z	179.5604	218.6386	39.25883
2011-02-07T08:00:43.709Z	420.081	276.2285	116.0383
2011-02-07T08:05:30.065Z	415.3335	274.5154	114.0154
2011-02-07T08:10:21.353Z	411.7505	272.5719	112.2316
2011-02-07T08:15:26.591Z	406.4985	270.0891	109.7908
2011-02-07T08:20:13.687Z	401.6933	268.1798	107.726
2011-02-07T08:25:23.077Z	396.4632	265.4385	105.2366
2011-02-07T08:30:20.580Z	391.6322	263.38	103.1481
2011-02-07T08:35:11.902Z	385.9758	260.7405	100.6395
2011-02-07T08:40:09.758Z	380.6777	258.152	98.27271
2011-02-07T08:44:58.510Z	375.084	255.5548	95.85452
2011-02-07T08:50:01.003Z	369.0421	252.797	93.29274
2011-02-07T08:55:14.634Z	363.2741	249.8685	90.77075
2011-02-07T09:00:17.428Z	356.654	247.0311	88.10463
2011-02-07T09:05:13.158Z	349.9256	243.9971	85.38083
2011-02-07T09:10:09.790Z	343.848	240.6648	82.75211
2011-02-07T09:15:24.134Z	337.2177	237.634	80.13439
2011-02-07T09:20:37.274Z	329.2795	234.2012	77.11765
2011-02-07T09:25:36.159Z	322.6487	230.82	74.47377
2011-02-07T09:30:22.742Z	315.7355	227.2483	71.75036
2011-02-07T09:35:18.909Z	308.2957	224.1118	69.0927
2011-02-07T09:40:19.819Z	301.5157	220.6816	66.53897
2011-02-07T09:45:27.412Z	293.6987	216.5948	63.61361
2011-02-07T09:50:32.603Z	285.921	213.1832	60.95355
2011-02-07T09:55:29.760Z	277.7842	209.3065	58.14204
2011-02-07T10:00:34.459Z	269.4432	205.571	55.38971
2011-02-07T10:05:30.996Z	261.4658	201.8891	52.7871
2011-02-07T10:10:39.449Z	253.7986	197.4934	50.12355
2011-02-07T10:15:44.778Z	245.3593	193.3444	47.43885
2011-02-07T10:20:53.539Z	236.1634	189.5955	44.77552
2011-02-07T10:26:05.535Z	227.641	185.167	42.1516
2011-02-07T10:31:03.860Z	218.74	180.8354	39.55594
2011-02-07T10:36:15.927Z	209.4918	176.9249	37.06432
2011-02-07T10:41:08.162Z	200.8914	172.5704	34.66791
2011-02-07T10:46:06.880Z	192.684	168.5602	32.47885
2011-02-07T10:51:04.659Z	183.0877	164.2394	30.07021
2011-02-07T10:55:58.952Z	174.7799	159.9439	27.95498
2011-02-07T11:01:09.005Z	165.4446	155.3766	25.70622
2011-02-07T11:06:23.922Z	155.3058	150.3827	23.35531
2011-02-07T11:11:24.099Z	146.0014	146.153	21.33854
2011-02-07T11:16:31.299Z	137.2187	141.5632	19.42512
2011-02-07T11:21:45.803Z	126.6897	136.701	17.31861
2011-02-07T11:26:56.909Z	117.3803	132.1347	15.51001
2011-02-07T11:32:07.301Z	107.2587	127.5409	13.67987
2011-02-07T11:37:09.498Z	97.65665	122.8195	11.99414
2011-02-07T11:42:14.678Z	87.92686	118.3157	10.40313
2011-02-07T11:47:02.388Z	79.22915	113.7604	9.01314
2011-02-07T11:52:00.081Z	69.04104	108.9382	7.521207
2011-02-07T11:57:09.649Z	59.07538	104.2945	6.161237
2011-02-07T12:02:11.341Z	49.32731	99.47223	4.906698
2011-02-07T12:07:15.781Z	39.56897	95.16056	3.765405
2011-02-07T12:12:25.349Z	29.97953	90.28499	2.706702
2011-02-07T12:17:26.858Z	19.62764	102.5872	2.013545
